"V1","V2"
9.14806043496355,1.3650520821102
9.37075413297862,1.77136411424726
2.86139534786344,5.19560450455174
8.30447626067325,8.11120785074309
6.41745518893003,1.1536201252602
5.19095949130133,8.93421786604449
7.36588314641267,5.75352881103754
1.3466659723781,1.46572394296527
6.56992290401831,9.02805796358734
7.05064784036949,2.53002469427884
4.5774177624844,1.50597600266337
7.19112251652405,7.6854715985246
9.34672247152776,2.30123331071809
2.55428824340925,3.05399328004569
4.62292822543532,5.18569612177089
9.40014522755519,3.34599666763097
9.78226428385824,1.54434968251735
1.17487361654639,2.66369568649679
4.74997081561014,3.50754616782069
5.60332746244967,5.78458378789946
9.04031387297437,8.08601795230061
1.38710167724639,9.33270314941183
9.88891728920862,8.33863337524235
9.46668232558295,1.27002774504945
0.824375580996275,6.49453951511532
5.14211784349754,6.90351657569408
3.90203467104584,0.320448244456202
9.05738130910322,9.20489149866626
4.46969628101215,4.78468887042254
8.36004259996116,2.66520578414202
7.37595617771149,8.56510716257617
8.11055141268298,2.29146477766335
3.88108282815665,7.9194687330164
6.85169729404151,6.46774860331789
0.0394833879545331,4.24334690673277
8.32916080253199,0.950682680122554
0.0733414688147604,0.0346770393662155
2.07658972823992,5.31133668962866
9.06601407798007,5.24307115934789
6.11778643447906,2.13185554603115
3.79559240536764,7.169320799876
4.35771584976465,9.61343576200306
0.374310328625143,5.18266599625349
9.73539913771674,1.74528022296727
4.31751248892397,5.62540134880692
9.57576596643776,7.59258169680834
8.87754905503243,6.66971337515861
6.39978769468144,2.24872923223302
9.70966610359028,3.45849762437865
6.18838207330555,3.19831759901717
3.33427211269736,9.04898397624493
3.46748248208314,1.99198380112648
3.9848541142419,6.8096301658079
7.84692775690928,1.37517758645117
0.38936491124332,1.0699468688108
7.48795386170968,0.928593957796693
6.7727683018893,9.16448955191299
1.71264330390841,2.77060435852036
2.61087963823229,8.85793877299875
5.14412934659049,7.72864649537951
6.7560727451928,7.95051236171275
9.82817197917029,2.05673593096435
7.59544267551973,0.481933229602873
5.66488424083218,0.388159311842173
8.49689718568698,2.84574129851535
1.8947393540293,3.48809832474217
2.71286614704877,7.37453325418755
8.28158485237509,2.51663581235334
6.93204820388928,5.17437003087252
2.40544739644974,7.59444722672924
0.429887960199267,6.36084527941421
1.40479094116017,2.039406853728
2.1638541505672,9.93045282084495
4.79398564202711,0.00405043363571167
1.97410342283547,2.06570025067776
7.19355837674811,6.34028090629727
0.0788473873399198,0.172918252646923
3.75489964615554,0.267354713287205
5.14407708309591,6.0784059506841
0.0157055421732366,5.70541352732107
5.81604002509266,2.45853347936645
1.57905208179727,9.19525086414069
3.59028305858374,6.72216201666743
6.45631878403947,6.45450439304113
7.75823362637311,2.08285454660654
5.63646841561422,4.80617735767737
2.33703398611397,9.86518583260477
0.899805163498968,9.93119847727939
0.856120649259537,4.50774036580697
3.05218369467184,7.14848786126822
6.67426514672115,3.16561612533405
0.00238896580412984,8.33687560632825
2.08569956943393,4.33975581545383
9.33034127345309,9.95992258191109
9.25644748611376,8.05811213329434
7.34094301005825,4.86242167418823
3.33071983419359,5.38772000931203
5.15063329832628,3.41039908351377
7.43974646320567,0.520156044512987
6.19159240042791,4.58723113173619
6.2624534452334,4.98156590387225
2.17157698236406,2.82764225266874
2.16567310970277,7.76445082388818
3.88945028651506,3.038527618628
9.42455691983923,5.15551181975752
9.62608013767749,4.77950773201883
7.3985527921468,7.68852224573493
7.3324590572156,1.63928855676204
5.35761289997026,4.41774149890989
0.0227296608500183,5.23407669737935
6.08937452547252,4.76919188629836
8.36801559431478,5.24643287761137
7.51522562699392,6.85228247195482
4.52731572557241,3.51792022120208
5.35789993824437,8.39631285285577
5.3737669531256,9.21913691563532
0.0138084357604384,1.06309621362016
3.55665953829885,2.06528918119147
6.12133090151474,4.86642911797389
8.28942130552605,3.23822023812681
3.56721999356523,4.71713925013319
4.10635125823319,5.86088502081111
5.73475898941979,2.23950012587011
5.89678303571418,7.34029720071703
7.19657292356715,1.50484099052846
3.94973045215011,6.97553366888314
9.19203929137439,2.64107904862612
9.62570293573663,4.26464922260493
2.33523525530472,7.21333573339507
7.24497599992901,4.74471707129851
9.03634525137022,3.38586960919201
6.03474084753543,2.40592138841748
6.31507298909128,2.16259677894413
9.37385849654675,2.4205811903812
8.50482750684023,5.64904673025012
5.79820899059996,7.12568088900298
8.21403923910111,1.08096597949043
1.13718609092757,5.19075873540714
7.64507758663967,8.52190344594419
6.23613457195461,7.14631942100823
1.48446606704965,3.13981684856117
0.802644665818661,1.15817142417654
4.64069551322609,5.75004067504779
7.79368161456659,8.31371922045946
7.3352795955725,5.20339757902548
8.17230444401503,6.94011028623208
1.70162481255829,4.99903989490122
9.4472032552585,3.54160398710519
2.93623841367662,9.64804159011692
1.49072052445263,9.22261254163459
7.19378591282293,2.04592706635594
3.24085952481255,9.54902932746336
7.78809498529881,8.73992832377553
3.94441001815721,6.97344831423834
6.7859286791645,5.1259378483519
7.75825042743236,4.80816515395418
1.87869044020772,2.01800923096016
0.290858189109713,1.00229354342446
1.35713797062635,4.72588874632493
6.80164178134874,3.12179648084566
9.348229537718,7.72399305133149
5.50494084367529,9.01074001332745
6.01766235427931,3.35229284130037
1.9699448812753,8.23944246396422
5.35236610565335,2.2003285982646
1.79555739276111,7.66123738372698
4.51886494411156,5.60707851080224
3.17053351784125,4.23455537762493
1.16174670401961,8.38569788262248
1.86102156760171,2.87320587551221
7.29730096645653,4.70720700686797
4.1187207121402,7.80844533350319
4.14049681741744,0.827168372925371
4.80310129001737,3.94517550244927
4.27494465606287,0.956614073365927
1.36490360135213,1.3333323597908
8.24679406359792,2.21126178046688
5.92304242542014,2.74119541049004
7.94396977638826,2.99059249693528
7.69032425712794,3.74786772532389
9.18056417256594,4.91452492540702
8.62629777053371,8.78602623473853
3.16975237801671,7.48729828745127
2.59260575985536,9.55186023144051
7.4226645193994,3.31920213066041
7.4736111680977,8.24162796372548
9.17904034024104,1.3266538339667
7.93191209202632,1.24696853803471
1.33329618256539,7.28109711781144
2.87749752169475,5.4842082853429
1.94676143815741,6.08517412794754
7.84109382657334,1.2294670054689
1.28872161731124,8.76434698933735
1.29089283524081,8.42348815640435
0.722531112842262,0.462378135416657
0.531294834800065,7.07018328597769
5.31874436419457,5.34791055135429
1.12308241659775,9.45457234047353
7.4318771972321,9.12029979052022
7.31315477285534,4.55978516489267
8.85117687052116,7.65520478598773
5.17111055552959,5.0504457950592
8.51930984994397,2.02548482920974
4.42796268267557,7.17138722306117
1.57880100421607,7.68076964421198
4.42324638832361,7.06377045251429
9.67733667232096,1.9162413617596
4.84587929444388,2.97899801051244
2.52458439441398,3.25131266377866
2.59689980186522,5.71876234840602
5.42015940882266,8.82491525495425
6.49875837611035,8.77103376435116
3.36419132305309,3.85852537117898
0.609497462864965,7.37772154854611
4.51310850214213,7.9631936410442
8.38755033444613,7.24161460762843
5.74637334328145,3.8543858891353
3.53350377408788,2.98152282601222
5.47426078235731,0.5747115239501
8.92718593822792,6.73692964250222
4.89990570582449,1.97991926921532
1.71632113168016,6.25107899075374
5.43030994012952,1.38182840542868
9.61467695888132,3.73078520642594
3.13683822052553,3.14089832827449
8.20514548104256,8.15184899838641
3.07054400444031,3.68318096967414
1.85453581158072,4.39644126221538
0.483467767480761,4.39058027463034
2.4567414727062,6.01828285725787
3.51106922142208,4.03906936291605
1.59022381762043,9.58318280987442
3.04097996791825,9.70767963677645
0.175483247730881,9.14528023218736
9.96552679222077,0.828737083356827
8.04393312660977,4.76859610993415
0.86580601753667,3.39135265909135
8.69933269685134,6.73435813980177
5.54585863370448,6.36485945200548
4.21378421830013,8.59278114512563
0.676368190906942,9.48284424841404
5.6143795652315,5.73967065894976
0.707218942698091,5.35269055515528
2.11391938850284,9.41694442881271
5.4962041345425,8.92355152172968
4.81981448363513,4.10306338686496
1.59469854552299,0.500307474285364
1.49578995071352,7.78269294649363
4.99272880377248,9.25961389672011
9.40564878052101,3.77477207919583
3.34231326589361,2.4492099462077
1.88434329582378,0.876359085086733
2.69716178299859,3.91108496813104
5.30744078103453,1.82561425259337
0.21450228523463,1.33624784648418
7.987603074871,2.57462913403288
1.1033510020934,5.5324704782106
5.3979828581214,1.48069276474416
5.71233897469938,9.62896824115887
6.18951546959579,9.44522878853604
7.14853693498299,9.92285794112831
