"V1","V2"
9.14806043496355,6.2624534452334
9.37075413297862,2.17157698236406
2.86139534786344,2.16567310970277
8.30447626067325,3.88945028651506
6.41745518893003,9.42455691983923
5.19095949130133,9.62608013767749
7.36588314641267,7.3985527921468
1.3466659723781,7.3324590572156
6.56992290401831,5.35761289997026
7.05064784036949,0.0227296608500183
4.5774177624844,6.08937452547252
7.19112251652405,8.36801559431478
9.34672247152776,7.51522562699392
2.55428824340925,4.52731572557241
4.62292822543532,5.35789993824437
9.40014522755519,5.3737669531256
9.78226428385824,0.0138084357604384
1.17487361654639,3.55665953829885
4.74997081561014,6.12133090151474
5.60332746244967,8.28942130552605
9.04031387297437,3.56721999356523
1.38710167724639,4.10635125823319
9.88891728920862,5.73475898941979
9.46668232558295,5.89678303571418
0.824375580996275,7.19657292356715
5.14211784349754,3.94973045215011
3.90203467104584,9.19203929137439
9.05738130910322,9.62570293573663
4.46969628101215,2.33523525530472
8.36004259996116,7.24497599992901
7.37595617771149,9.03634525137022
8.11055141268298,6.03474084753543
3.88108282815665,6.31507298909128
6.85169729404151,9.37385849654675
0.0394833879545331,8.50482750684023
8.32916080253199,5.79820899059996
0.0733414688147604,8.21403923910111
2.07658972823992,1.13718609092757
9.06601407798007,7.64507758663967
6.11778643447906,6.23613457195461
3.79559240536764,1.48446606704965
4.35771584976465,0.802644665818661
0.374310328625143,4.64069551322609
9.73539913771674,7.79368161456659
4.31751248892397,7.3352795955725
9.57576596643776,8.17230444401503
8.87754905503243,1.70162481255829
6.39978769468144,9.4472032552585
9.70966610359028,2.93623841367662
6.18838207330555,1.49072052445263
3.33427211269736,7.19378591282293
3.46748248208314,3.24085952481255
3.9848541142419,7.78809498529881
7.84692775690928,3.94441001815721
0.38936491124332,6.7859286791645
7.48795386170968,7.75825042743236
6.7727683018893,1.87869044020772
1.71264330390841,0.290858189109713
2.61087963823229,1.35713797062635
5.14412934659049,6.80164178134874
6.7560727451928,9.348229537718
9.82817197917029,5.50494084367529
7.59544267551973,6.01766235427931
5.66488424083218,1.9699448812753
8.49689718568698,5.35236610565335
1.8947393540293,1.79555739276111
2.71286614704877,4.51886494411156
8.28158485237509,3.17053351784125
6.93204820388928,1.16174670401961
2.40544739644974,1.86102156760171
0.429887960199267,7.29730096645653
1.40479094116017,4.1187207121402
2.1638541505672,4.14049681741744
4.79398564202711,4.80310129001737
1.97410342283547,4.27494465606287
7.19355837674811,1.36490360135213
0.0788473873399198,8.24679406359792
3.75489964615554,5.92304242542014
5.14407708309591,7.94396977638826
0.0157055421732366,7.69032425712794
5.81604002509266,9.18056417256594
1.57905208179727,8.62629777053371
3.59028305858374,3.16975237801671
6.45631878403947,2.59260575985536
7.75823362637311,7.4226645193994
5.63646841561422,7.4736111680977
2.33703398611397,9.17904034024104
0.899805163498968,7.93191209202632
0.856120649259537,1.33329618256539
3.05218369467184,2.87749752169475
6.67426514672115,1.94676143815741
0.00238896580412984,7.84109382657334
2.08569956943393,1.28872161731124
9.33034127345309,1.29089283524081
9.25644748611376,0.722531112842262
7.34094301005825,0.531294834800065
3.33071983419359,5.31874436419457
5.15063329832628,1.12308241659775
7.43974646320567,7.4318771972321
6.19159240042791,7.31315477285534
