"logLS","bs.xy.bio1","bs.xy.bio2","bs.xy.bio3","bs.xy.bio4","logLS:bs.xy.ls"
0.999265874276819,-0.613361705694239,-0.0674652676485104,1.05499053593954,1.06913044084878,-2.33939343682682
0.999265874276819,0.061927436188908,-0.147080950596934,-2.02560636755106,3.57286143384686,4.85577551398601
0.999265874276819,-0.896974070594383,-0.148320180848154,1.15313998186431,2.07637037431301,6.70258698685526
0.999265874276819,-1.02928034660499,3.37955956460568,1.6218876235905,1.52388518072812,0.646523399225006
0.999265874276819,-0.639816650230053,0.418897518468731,1.59058602525647,3.83339561925328,2.82347740400266
0.999265874276819,-1.69715054734891,0.807776837576497,-0.592457090061236,1.25129258232629,2.33173247867334
0.999265874276819,-0.139752149734482,0.115155097012092,2.62861171617706,4.56988388462183,1.83626571802643
0.999265874276819,1.13091151053124,0.14032594198576,1.12570523922392,-0.578285942837683,-4.4339802387783
0.999265874276819,-0.259558548675478,0.398182339413813,-0.592849360441936,-0.649993155612073,1.53101290150337
0.999265874276819,-2.91740001770266,0.274597644291799,-1.09112097284289,0.325003228933741,2.07479546395966
0.999265874276819,-0.882191808103848,1.80896920511333,1.55066755671072,3.32043515389398,1.68072579128861
0.999265874276819,0.675992016079897,-0.425907073035282,0.877882819081059,-2.21040886282425,-4.36482001493278
0.999265874276819,1.52987743354151,0.675088841052374,1.70013643053606,1.83683136231372,1.63442955849412
0.999265874276819,1.84135694860014,-0.994373158388292,0.197822649637916,-1.19224626493947,1.57642358567238
0.999265874276819,0.467063467837668,0.0661522445975853,-0.439122401745878,1.51919179873324,1.51698518760352
0.999265874276819,-0.0312665103196519,-0.405854451784839,2.21918833462815,3.2175945236547,1.5387480882588
0.999265874276819,-0.742345486544782,0.365509819808292,0.60615024606427,1.5455673335156,-0.809091920273639
0.999265874276819,0.455188568848477,-2.12751420197457,0.691881728287035,1.18413101452201,1.64502103421061
0.999265874276819,0.540962432532101,-1.13937084041157,-0.541389763095032,3.57893483651055,2.69859112872472
0.999265874276819,1.66284431489862,0.428058382060507,-0.387757850722029,5.33375740304274,0.725760737753626
0.999265874276819,2.1431560190793,-0.255003888643704,2.03228179997784,1.42604442206562,1.4008737553346
0.999265874276819,0.0735877239955094,0.520579946442479,0.15174071906958,3.28093811972844,-0.756119543280315
0.999265874276819,0.827074805687705,0.352736287906549,-1.09554972125061,-4.01837492568451,-0.151695666130241
0.999265874276819,-0.222070905848498,-0.29354151482277,0.106655161167733,1.5879093819945,3.55187777790866
0.999265874276819,0.654300357245848,0.0582922578266115,-1.9234671879539,-0.571893715096947,-3.19573065905284
0.999265874276819,-1.18915155904415,0.280383956056691,0.0311530377248161,1.16691747937581,2.10025709065165
0.999265874276819,-0.424813243361598,1.30415073943903,-1.28059586088965,6.7968677297887,0.938609854142644
0.999265874276819,0.766680860116371,0.637301900086043,0.540683227783369,2.08043851860409,0.436745333525463
0.999265874276819,0.942244818614366,-0.895994882903947,3.17273805094948,6.7702484625237,7.88445662721781
0.999265874276819,1.3944664367068,0.998774612603546,3.67901055706986,8.77162291598782,2.0702963838476
