"V1","V2","V3","V4"
-0.0867725220680957,-0.0578247651470927,0.112691693020856,-0.0707568556573415
-0.0679084467285101,-0.0686903227387463,0.160745065397763,-0.0995908528281849
0.0617626249611397,-0.07870389831936,-0.140791398873033,0.0487065371182671
0.0589060731312041,0.146511844477715,0.172079646699516,0.120979647704799
-0.0708050903239364,-0.0685523714965794,-0.0095996677082083,0.0076740879754894
0.0730927208633469,0.29132794389596,-0.0846457489570923,-0.0899961473487568
0.137061014169829,-0.0683357770627968,0.0849675029324015,-0.0138815003317986
-0.125791115555244,-0.0326864753496567,-0.0350495059500874,0.0238963869139398
0.065335851017972,0.300189935125322,-0.00403738211941224,0.00732786672217207
0.0291897366663325,-0.123368647107403,0.0283317460427572,-0.0151707869774593
-0.0454556031981628,-0.0838462871321216,-0.0585075988981119,0.0388174129578921
0.106969769379936,0.116690824279595,0.0564227124039032,0.0320020957306805
-0.0394191051723629,-0.0838578959229917,0.20342565844615,-0.122076421876455
-0.01346700355743,-0.093016200403302,-0.0999671315121662,0.0585517738956848
0.146741960952871,-0.106659516765465,-0.137051162719729,0.0477335316710619
0.00568636216223553,-0.100169215929373,0.284255383524252,-0.153031652141916
-0.0885319653078312,-0.0562968764205085,0.164913332354594,-0.103418240798866
-0.102602282491451,-0.0441609162841394,-0.0502183909909179,0.0314284134541978
0.0937811202625394,-0.144830542674403,-0.110390784836793,0.0609303770950042
0.164490146247127,-0.0717421985911329,-0.0870208354379963,0.0216758941880862
0.0321172974092881,0.126195305943874,0.25985670929537,0.174412624910553
-0.0883321141760811,0.125838132548194,-0.0590266951359176,-0.077800634658159
-0.00855895559276371,0.12441733771715,0.351012626210599,0.285378882865819
-0.0975733517296241,-0.0510688443746774,0.1202277494684,-0.0758778314622011
-0.0992043416572911,-0.00481479896337491,-0.0528728104689374,0.00600614081785647
0.146228795321739,0.0326733539600973,-0.111006742070945,-0.0068306965071567
-0.146446182466248,-0.0199586575931235,-0.0181561397256407,0.0133385503181132
-0.00377688451634811,0.237397191779478,0.215467815743569,0.322994912902517
0.135291038804654,-0.123056305744407,-0.138592014780514,0.0569432046561185
0.00803844864326617,-0.109440628782635,0.139017374125093,-0.0802370831495607
0.0701652897087682,0.221794440776212,0.0663245914354384,0.0723568505585621
-0.00791385140929074,-0.103098498407036,0.101797110268036,-0.0602935646621765
0.0816820667691899,0.135117515959677,-0.132138021420439,-0.0640746683761311
0.145041330500809,-0.0116666597807946,0.0255406327726891,0.00436467333210949
-0.168372281948594,-0.0049485019484277,-0.00774759580603155,0.00610194863276481
-0.102674682315808,-0.0482281504398936,0.0484111645001816,-0.0300128050677837
-0.17139621432975,-0.00356572305196007,-0.00575574015359104,0.00519111576616062
0.00616021031288141,-0.0570078447308429,-0.115603418713803,0.0382530534029275
0.0668685258317672,-0.0783028349957442,0.310425682215434,-0.0940223393498711
0.010282021184384,-0.115439650416002,-0.0276931872269792,0.0186985753559933
0.0994625221308054,0.0537185546358304,-0.143243871543908,-0.0238933541693578
0.0283566878888163,0.365273571981089,-0.0950741304116474,-0.159761218359733
-0.138251237415903,-0.0143086419683648,-0.027547818076421,0.012254322838758
-0.0773584830858392,-0.0628248268154584,0.182647114530947,-0.113537293261451
0.140050114630435,-0.0776994436095056,-0.146537559895966,0.038696908523872
0.0220947223615182,0.0717049498457115,0.346696190923951,0.142163019254903
0.0703153354547268,0.00521047329251425,0.277479260882014,0.0154080103054075
0.0172472593739032,-0.118780138447367,-0.0139593100506082,0.0101999355045317
-0.00224323665200446,-0.0943498712315568,0.327924620304697,-0.173911435414697
0.0833277173813295,-0.145306507387721,-0.031794365971683,0.0196772986453972
0.0189571867020114,0.244052698762571,-0.109839949087246,-0.130216841941144
-0.0321436574843225,-0.0900935322752849,-0.0804369140935194,0.0515957615206908
0.115600489819996,0.0199739184764118,-0.146087667403837,-0.00632560944941232
-0.0660209288731197,-0.0711036092794878,0.0486853902570076,-0.0297027368068815
-0.16158246664929,-0.00992193230804122,-0.0122070114488047,0.00936950152160325
-0.0964861154461995,-0.0522781137177148,0.0202418420681996,-0.0117149447986676
0.0562737386726752,0.315407257918795,0.0106971646330057,0.0281628703627073
-0.0694510439120584,-0.0631073889106674,-0.0701743138016229,0.0428150517924518
-0.00882039426258374,0.182773531437106,-0.102250090398007,-0.105413842155408
0.121976531871692,0.129207522220131,-0.102865172260989,-0.0387773833164068
0.107233979635154,0.153635250852651,0.0128271356362755,0.0156287176124607
-0.0643811628853113,-0.0697903046107709,0.220611517661239,-0.134898411801969
-0.132895234280997,-0.0288181452941579,0.00949304743534492,-0.00481052942391148
-0.136827104914467,-0.0262641296043777,-0.0136411571731936,0.0103687262062908
0.0139217443358024,-0.110979794890287,0.160197264367022,-0.091005044373939
-0.0377769307777986,-0.074956966224978,-0.0893537494110061,0.0498563535446876
0.0354618659264896,0.0572294232104624,-0.127367054913684,-0.0305537379388059
0.00159811336749233,-0.107007732895723,0.12542436424517,-0.0732525432453335
0.145721489010419,-0.106968032456167,0.0344889638041231,-0.00794517871465176
0.0110698715662308,0.0675743060697325,-0.115974593441983,-0.0377841173043687
